id,source,parent_id,translation_source_id,subject,body_excerpt,raw_label,linked_parent_label,linked_parent_source,linked_parent_label_provenance,linked_parent_confidence,parent_link_status,evidence_group,triggered_rules,proposed_label,proposal_confidence,human_decision,human_note,label_provenance
data_vi:483,data_vi,,,,"Chủ đề: bạn đã thêm thành công địa chỉ email mới, cập nhật tài khoản của bạn, thưa quý khách hàng, chúng tôi rất tiếc phải thông báo với bạn rằng tài khoản của bạn tại eBay có thể bị đình chỉ nếu bạn không cập nhật thông tin thanh toán của mình. để giải quyết vấn đề này, vui lòng nhấp vào đây và đăng nhập vào tài khoản của bạn để giải quyết quá trình cập nhật. nếu thông tin tài khoản của bạn không được cập nhật, khả năng truy cập ebay của bạn sẽ bị hạn chế. theo thỏa thuận người dùng, chúng tôi ",1,,,,,,account_impersonation,product_service_solicitation;promotional_call_to_action;password_or_login;account_verification;account_suspension;organization_impersonation,phishing,medium,,,translated_dataset_mixed_positive
data_vi:598,data_vi,,,,"Chủ đề: tin nhắn bảo mật trực tuyến của ngân hàng Fulton kính gửi khách hàng của ngân hàng Fulton gần đây đã có một số lượng lớn các nỗ lực đánh cắp danh tính nhắm vào khách hàng của chúng tôi. để bảo vệ tài khoản của bạn, chúng tôi yêu cầu bạn xác nhận chi tiết ngân hàng của mình. quá trình này là bắt buộc và nếu không được hoàn thành trong thời gian gần nhất thì tài khoản hoặc thẻ tín dụng của bạn có thể bị đình chỉ tạm thời. để xác nhận chi tiết tài khoản ngân hàng Fulton của bạn một cách an ",1,,,,,,account_impersonation,account_suspension;organization_impersonation;financial_information_request,phishing,medium,,,translated_dataset_mixed_positive
data_vi:62,data_vi,,,,"Chủ đề: hợp tác Mr. Edward Moko 18 Đóng cửa độc lập, Johannesburg, Nam Phi. thưa ông / bà, chúng tôi muốn chuyển ra nước ngoài số tiền 84,2 triệu đô la Mỹ ( u .s . $ 84 . 2 . 000 . 000 . 00 ) từ một ngân hàng ở Châu Phi . Tôi muốn đề nghị bạn vui lòng tìm một người đáng tin cậy và trung thực, người có đủ khả năng và phù hợp để cung cấp tài khoản ngân hàng hiện tại hoặc lập tài khoản ngân hàng mới ngay lập tức để nhận số tiền này, mặc dù tài khoản ngân hàng trống có thể phục vụ mục đích này. miễn",1,,,,,,account_impersonation,commercial_offer;product_service_solicitation;urgent_security_action;organization_impersonation;financial_information_request;large_fund_bait;inheritance_or_deceased,phishing,medium,,,translated_dataset_mixed_positive
data_vi:676,data_vi,,,,"Chủ đề: * * tài khoản của bạn có thể bị đình chỉ * * thành viên paypal thân mến, bạn đã nhận được email này như một phần của chiến dịch paypal đã được xác minh nhằm tăng cường bảo mật cho thẻ tín dụng của bạn trước gian lận thẻ tín dụng trực tuyến. Paypal đã xác minh đã phát hiện ra rằng bạn đã sử dụng địa chỉ email này để mua hàng trực tuyến và để bảo vệ bạn khỏi gian lận thẻ tín dụng trực tuyến, chúng tôi muốn giới thiệu cho bạn một hệ thống mới sẽ bảo vệ bạn khỏi gian lận. bạn có thể liên kết",1,,,,,,account_impersonation,commercial_offer;password_or_login;account_suspension;organization_impersonation,phishing,medium,,,translated_dataset_mixed_positive
data_vi:1209,data_vi,,,,"Chủ đề: hợp tác kinh doanh ( khẩn cấp / bí mật ) mr . Vincent Nnaji, Ngân hàng Standard Trust, Lagos, Nigeria. thưa ngài, tôi là ngài. Vincent nnaji, giám đốc ngân hàng của Standard Trust Bank, Lagos, Nigeria. tôi có đề xuất kinh doanh khẩn cấp và rất bí mật dành cho bạn. vào ngày 6 tháng 1 năm 1998, một nhà thầu nước ngoài tư vấn dầu khí nước ngoài cho tập đoàn dầu khí quốc gia Nigeria, ông. James Herbert đã gửi một khoản tiền gửi cố định có kỳ hạn trong 12 tháng dương lịch trị giá 20 triệu đô ",1,,,,,,advance_fee_fraud,organization_impersonation;large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:1266,data_vi,,,,"Tiêu đề: cần câu trả lời gấp từ : mr . xin chào người Mỹ. Xin gửi lời cảm ơn tới ngài, đánh giá cao sự liên hệ quý báu của ngài thông qua một nguồn đáng tin cậy, trước hết, tôi muốn giới thiệu bản thân với ngài, tôi là ông Usman Bello. con trai duy nhất còn sống của cố bác sĩ. Mustapha Bello là một trong những người đã giúp đỡ cựu lãnh đạo Iraq của đất nước tôi trước khi ông ấy bị giết trong một cuộc chiến ở đất nước tôi. tôi biết rằng lá thư này sẽ đến với bạn như một điều bất ngờ nhưng thật lò",1,,,,,,advance_fee_fraud,large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:388,data_vi,,,,"Chủ đề: từ bà . Fatima Rasheed thân yêu. tôi là bà Fatima Rasheed Khalifa là góa phụ của cố Sheikh Mohammed Rasheed Khalifa 54 tuổi. Hiện tại tôi đang bị ung thư vú đã lâu do mọi dấu hiệu cho thấy tình trạng của tôi đang thực sự xấu đi vì điều kiện không phù hợp ở đất nước tôi đã từ chối chăm sóc y tế thích hợp cho tôi. Người chồng quá cố của tôi đã bị giết trong cuộc xâm lược của lực lượng liên quân Mỹ và Anh ở Iraq và trong suốt thời gian chung sống của chúng tôi, chúng tôi không thể sinh được",1,,,,,,advance_fee_fraud,large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:437,data_vi,,,,"Chủ đề: một tiếng kêu cứu bạn thân mến, tôi là bà . sese - seko góa phụ của cố tổng thống mobutu sese - seko of zaire ? hiện nay được gọi là Cộng hòa Dân chủ Congo ( DRC ). Tôi rất xúc động khi viết cho bạn bức thư này, đây là sự tự tin khi xem xét hoàn cảnh của tôi. tôi đã trốn thoát cùng chồng và hai đứa con trai của chúng tôi là George Kongolo và Basher ra khỏi nước cộng hòa dân chủ Congo ( DRC ) đến Abidjan , Cote d' Ivoire nơi tôi và gia đình định cư, trong khi sau đó chúng tôi chuyển đến đ",1,,,,,,advance_fee_fraud,commercial_offer;product_service_solicitation;large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:507,data_vi,,,,"Chủ đề: từ David Wood London ( citibank ) thư từ David Wood ( London ) lời chào , tôi là David Wood giám đốc ngân hàng Citibank 332 Oxford Street , London wln 9 aa . tôi có đề xuất kinh doanh khẩn cấp và rất bí mật dành cho bạn. Vào ngày 6 tháng 6 năm 1997, một nhà tư vấn/nhà thầu dầu khí nước ngoài của Iraq với Tập đoàn Dầu khí Anh, ông. haffez al sadique . thực hiện theo số lần (tiền gửi cố định) trong 36 tháng dương lịch, trị giá 20.500.000 đô la Mỹ. 00 ( chỉ hai mươi chín triệu năm trăm nghì",1,,,,,,advance_fee_fraud,organization_impersonation;large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:565,data_vi,,,,"Chủ đề: tài sản của luật sư người thân quá cố của bạn Usman Bello và các cộng sự 114 awolowo way đảo Victoria lagos - nigeria email riêng: u - bello - committe 2005 @ il 2 . Điện thoại com: 234 - 1 - 4772236 Điện thoại di động: 234 - 80 - 23023834 Chú ý: tôi là luật sư Usman Bello, luật sư riêng của ông. engr . Smith, một công dân của đất nước bạn, người đã từng làm việc với công ty dầu khí zenon ở Tây Phi sau này, sẽ được coi là khách hàng của tôi. khách hàng của tôi cùng toàn bộ gia đình (vợ v",1,,,,,,advance_fee_fraud,organization_impersonation;large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:660,data_vi,,,,"Chủ đề: yêu cầu hỗ trợ luật sư adewale phòng coker hành nghề pháp lý / công chứng viên blk 804 - tòa nhà luật lagos - nigeria. vì sự quan tâm tử tế của bạn , yêu cầu sự giúp đỡ Tôi rất hân hạnh được viết cho bạn bức thư này bất kể thực tế là bạn không biết tôi . tuy nhiên, tôi đang tìm kiếm một người đáng tin cậy và đáng tin cậy có thể xử lý một giao dịch bí mật có tính chất này. Tôi là luật sư Adewale Coker, một luật sư của gia đình dưới thời cai trị quân sự trước đây của chúng ta, tướng Sani A",1,,,,,,advance_fee_fraud,large_fund_bait;inheritance_or_deceased;confidential_transfer_proposal,review,medium,,,translated_dataset_mixed_positive
data_vi:720,data_vi,,,,"+ CT: Tôi cần sự giúp đỡ của ông, thưa ông, trước những khó khăn và vấn đề của tôi ở đất nước này, tôi rất vui mừng đã tìm được một người như ông mà tôi có thể tâm sự hay ít nhất là nói chuyện. Tên tôi là Stella Johnson, một thành phố tự do, Sierra Leone. tôi ở đây ở Senegal với tư cách là người tị nạn. tôi đến đây một năm trước vào thời kỳ đỉnh điểm của cuộc khủng hoảng quốc gia (nội chiến) cha tôi, Johnson là một quân nhân trong trại nổi dậy. Trong thời gian phục vụ trong quân đội, ông đã gửi ",1,,,,,,advance_fee_fraud,large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:765,data_vi,,,,"Chủ đề: [ ilug ] ngân hàng trung ương kinh doanh của Nigeria phòng chuyển tiền nước ngoài . quảng trường tinubu, email lagos nigeria - smith _ j @ mailsurf. com ngày 23 tháng 8 năm 2002 attn : chủ tịch / giám đốc điều hành đề xuất kinh doanh riêng tư tôi là ông . Johnson S. abu , giám đốc hối phiếu và hối đoái tại bộ phận chuyển tiền nước ngoài của ngân hàng trung ương Nigeria . tôi viết cho bạn lá thư này để yêu cầu sự hỗ trợ và hợp tác của bạn để thực hiện cơ hội kinh doanh này trong bộ phận c",1,,,,,,advance_fee_fraud,large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:842,data_vi,,,,"Chủ đề: Xin ông giúp đỡ, thưa ngài, tôi là bà Mariam Abacha, vợ của cố nguyên thủ quốc gia Nigeria, tướng Sani Abacha, người đã qua đời vào ngày 8 tháng 6 năm 1998 khi vẫn đang tại ngũ. Tôi liên hệ với bạn vì thực tế là chúng ta sẽ hỗ trợ rất nhiều cho nhau cũng như phát triển mối quan hệ thân mật. Tôi hiện có trong tầm tay số tiền ba mươi sáu triệu đô la Mỹ (36.000.000 đô la Mỹ) tiền mặt mà tôi dự định sử dụng cho mục đích đầu tư đặc biệt ở quốc gia của bạn. số tiền này là kết quả của một hợp đ",1,,,,,,advance_fee_fraud,product_service_solicitation;financial_information_request;large_fund_bait;inheritance_or_deceased,review,medium,,,translated_dataset_mixed_positive
data_vi:10,data_vi,,,,"Chủ đề: không thể gửi được : kinh doanh tại nhà cho người lớn Chủ đề tin nhắn của bạn : kinh doanh tại nhà cho người lớn đã gửi : sun , 21 tháng 1 năm 2001 09 : 24 : 27 + 0100 không đến được người nhận sau ( s ): 75 @ tfi . kpn . com vào thứ hai, 25 tháng 2 năm 2002 13 : 32 : 23 + 0100 tên người nhận không được nhận dạng mts - id của tin nhắn gốc là : c = us ; một = ; p = ptt viễn thông; l = mtpi 70590202251232 fjt 4 d 8 q 5 msexch : ims : kpn - Telecom : i : mtpi 7059 0 ( 000 co 5 a 6 ) không x",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1002,data_vi,,,,Chủ đề: tiết kiệm tiền mua thứ này ở đây bạn chưa thử cials à? bạn thậm chí không thể tưởng tượng được cảm giác trở thành một người đàn ông thực sự trên giường là như thế nào! vấn đề là một lỗi tuyệt vời sẽ được cung cấp cho bạn chính xác khi bạn muốn. ciails có nhiều ưu điểm hơn viaqra - tác dụng kéo dài 36 giờ! - bạn đã sẵn sàng bắt đầu chỉ trong vòng 10 phút! - bạn có thể trộn nó với rượu aicohol! chúng tôi gửi đến bất kỳ nước nào! hiểu ngay bây giờ! .,1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:1004,data_vi,,,,"Chủ đề: từ thương hiệu đến thuốc generic, từ chi tiêu quá mức đến tiết kiệm lớn. vings . với ngân sách eo hẹp, bạn có thể đạt được những biện pháp giảm nhẹ hiệu quả không? có rất nhiều cách để giúp bạn. yêu cầu các phương pháp chữa bệnh có chất lượng đối với các cơn đau từ nhẹ đến nặng, rối loạn giấc ngủ, sợ hãi nam giới, sợ hãi phụ nữ, quá tải hoặc các phiền não khác? khám phá những dịch vụ tốt nhất. medzone của chúng tôi có tùy chọn tốt hơn cho sh . phản đối . với phạm vi tương đương chung của",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:1008,data_vi,,,,Chủ đề: đừng chấp nhận ít hơn một chiếc Rolex. Rolex thủ công của Ý từ $ 75 đến $ 275 - giao hàng miễn phí http : // tân trang . chết tiệt. com / repli / dir / thật dễ dàng để dũng cảm từ một khoảng cách an toàn . vô số sách đang làm cho chúng ta ngu dốt. thà ghen tị còn hơn đáng thương. không con chim nào có thể bay quá cao nếu nó bay bằng chính đôi cánh của mình.,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1009,data_vi,,,,"Chủ đề: ke cuộc thi đua mùa xuân sòng bạc : ) fre : rpvnltb chào mừng đến với ms @ casino - một cuộc cách mạng trong trò chơi điện tử ! ms @ casino thiết lập một bước ngoặt trong lịch sử sòng bạc bằng cách cho phép người chơi trên toàn thế giới chơi với tư cách là người chia bài, do đó nhận được một số tỷ lệ cược có lợi nhất thường dành cho sòng bạc. ms@casino cung cấp các trò chơi phổ biến, bao gồm black-jack, roulette, máy đánh bạc và video poker, tất cả đều có đồ họa và âm thanh chưa từng có.",1,,,,,,ambiguous,financial_information_request,review,low,,,translated_dataset_mixed_positive
data_vi:101,data_vi,,,,Chủ đề: tiết kiệm tiền mua thứ này ở đây bạn chưa thử cials à? bạn thậm chí không thể tưởng tượng được cảm giác trở thành một người đàn ông thực sự trên giường là như thế nào! vấn đề là một lỗi tuyệt vời sẽ được cung cấp cho bạn chính xác khi bạn muốn. ciiis có rất nhiều ưu điểm so với viaqra - hiệu quả kéo dài 36 giờ! - bạn đã sẵn sàng bắt đầu chỉ trong vòng 10 phút! - bạn có thể trộn nó với rượu! chúng tôi gửi đến bất kỳ nước nào! hiểu ngay bây giờ! .,1,,,,,,ambiguous,commercial_offer,review,low,,,translated_dataset_mixed_positive
data_vi:1011,data_vi,,,,"Chủ đề: phần mềm được bản địa hóa, có sẵn tất cả các ngôn ngữ. xin chào, chúng tôi muốn cung cấp các phiên bản phần mềm được bản địa hóa (tiếng Đức, tiếng Pháp, tiếng Tây Ban Nha, tiếng Anh và nhiều phiên bản khác). tất cả phần mềm được liệt kê đều có sẵn để tải xuống ngay lập tức! không cần phải đợi 2 - 3 tuần để nhận được cd! chỉ một vài ví dụ: - norton lnternet security pro 2005 - $ 29. 95 - windows xp professional với phiên bản sp 2 Fuli - $59 . Bộ đồ họa vẽ 95-corei 12 - $49. 95 - dreamweav",1,,,,,,ambiguous,product_service_solicitation;urgent_security_action,review,low,,,translated_dataset_mixed_positive
data_vi:1012,data_vi,,,,"Chủ đề: chống lão hóa hiệu quả. không còn tiêm botox nữa, không còn những đợt tiêm botox đau đớn nữa. . . chúng tôi có kem thay thế botox là stokc ! đây cũng chính là loại kem được những người nổi tiếng trên toàn thế giới sử dụng để thay thế việc tiêm botox. Tom Cruise, Gisele Bundchen, Britney Spears, Nicole Kidman. . . bạn là một người xinh đẹp , bạn dùng kem đắt tiền , thậm chí có thể bạn dùng kem của chúng tôi . . . nhưng ở đây bạn có thể seva 70%. vì thế, hãy chấm dứt nỗi đau ngay bây giờ! ",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1013,data_vi,,,,"Chủ đề: bạn không làm tôi hài lòng khi cho rằng một người đàn ông có chiếc búa 7 - 8"" đơn giản được trang bị tốt hơn một người có chiếc búa 5 - 6"". bạn muốn có nhiều hơn đủ để hoàn thành công việc hay bị thiếu hụt . điều đó hoàn toàn tùy thuộc vào bạn. các phương pháp của chúng tôi đảm bảo sẽ tăng kích thước của bạn lên 1 - 3 "", hãy nhập vào đây và xem cách thực hiện",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1014,data_vi,,,,"Chủ đề: đơn đăng ký đã được chấp nhận. xác nhận kết quả chúng tôi đã cố gắng liên hệ với bạn vào tuần trước về việc tái cấp vốn cho ngôi nhà của bạn với lãi suất thấp hơn. tôi muốn thông báo cho bạn biết rằng bạn đã được phê duyệt trước. đây là kết quả : * id tài khoản : [ 698 - 184 ] * số tiền thương lượng : $ 125 , 063 đến $ 692 , 879 * tỷ lệ : 3 . 40 % - 5 . 33% vui lòng điền vào mẫu đơn nhanh này và chúng tôi sẽ cử nhân viên môi giới liên hệ với bạn trong thời gian sớm nhất. Trân trọng, Adol",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1015,data_vi,,,,Chủ đề: hoạt động tốt muốn biết cách tiết kiệm hơn 60% số tiền của bạn? http : // ww được làm mịn w . trung tâm . com - cách thành công và đã được chứng minh là có thể sống được để định giá tiền của bạn. tuberculin v a vermouth g hạ sĩ tất cả l vòng tròn u jailbird l r wellboring a ostrogoth cl descale isva verity l nghiên cứu m và nhiều thứ khác. b còn sót lại est prlces . chất lượng cao không bị hư hỏng. trên toàn thế giới shlppln inferno g . hoàn toàn tự tin. 250. 000 + khách hàng hài lòng về,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1017,data_vi,,,,"Chủ đề: thông báo lỗi xin chào. đây là chương trình qmail-gửi tại Bouncehost. tôi e rằng tôi không thể gửi tin nhắn của bạn đến các địa chỉ sau. Đây là một lỗi vĩnh viễn ; Tôi đã bỏ cuộc . xin lỗi nó đã không thành công : xin lỗi , ở đây không có hộp thư nào có tên đó . vpopmail ( #5 . 1 . 1 ) - - - kèm theo là tiêu đề gốc của thư .",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:1018,data_vi,,,,"Chủ đề: thư bị trả lại : xem bản ghi để biết chi tiết thư gốc được nhận vào thứ ba, ngày 19 tháng 7 năm 2005 12 : 57 : 50 + 0200 từ [ 218 . 159 . 229 . 14 ] - - - - - các địa chỉ sau có lỗi nghiêm trọng vĩnh viễn - - - - - - - - - - bản ghi của phiên sau - - - - - 554 5 . 0 . 0 tên người dùng hoặc bí danh không xác định 550 5 . 1 . 1 . . . người dùng không xác định",1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
data_vi:102,data_vi,,,,"Chủ đề: re : bác sĩ đã phê duyệt viên thuốc LGW một người đàn ông có chiếc búa 7 - 8"" đơn giản là được trang bị tốt hơn một người có chiếc búa 5 - 6"". bạn muốn có nhiều hơn đủ để hoàn thành công việc hay thiếu hụt . điều đó hoàn toàn tùy thuộc vào bạn. các phương pháp của chúng tôi đảm bảo sẽ tăng kích thước của bạn lên 1 - 3 "" hãy vào đây và xem cách - - - - sf này . email mạng được tài trợ bởi : thinkgeek chào mừng bạn đến với thiên đường đam mê . http : / / thinkgeek . com / sf spamassassin -",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:1020,data_vi,,,,"Chủ đề: cửa hàng tab tình yêu mới. hãy ghé thăm cửa hàng kéo trực tuyến được cấp phép của chúng tôi để có những chiếc kéo tình yêu rẻ tiền nhất! viagra , ciaiis , softtabs và nhiều chất tăng cường tình yêu khác đều có trong một! hỗ trợ hoạt động, vận chuyển nhanh chóng, xử lý thanh toán an toàn và bảo mật đối tác! ciick vào đây để tìm sự xác nhận của bạn bởi bbb và được vlsa iove pil 1 phê duyệt !",1,,,,,,ambiguous,product_service_solicitation,review,low,,,translated_dataset_mixed_positive
data_vi:1022,data_vi,,,,"Chủ đề: thông báo giành giải thưởng khuyến mãi quốc gia Hà Lan. xổ số Dayzers Prime Venlo Hà Lan. www. những người hay ngủ. nl ref no : 428 / 77 / uml batch no : 46 / 304 / gma Thông báo trúng thưởng : thưa ông / bà , chúng tôi vui mừng thông báo tới quý vị buổi quay số của chương trình xổ số quốc tế Dayzers Prime được tổ chức vào ngày 11 tháng 7 năm 2005 . địa chỉ e-mail của bạn kèm theo số vé: 564 64701565 177 với số sê-ri 7288/03 đã rút ra những con số may mắn: 42 - 6 - 37 - 13 - 37 - 8, sau ",1,,,,,,ambiguous,promotion_discount;organization_impersonation;large_fund_bait;lottery_winner,review,low,,,translated_dataset_mixed_positive
data_vi:1023,data_vi,,,,Chủ đề: thông báo tăng kích thước dương vật miếng dán dương vật thật tuyệt vời http : / / www . được rồi. com / ss / những người có lòng dũng cảm và tính cách luôn có vẻ nham hiểm đối với những người còn lại . kết quả cuối cùng của lòng tốt là nó thu hút mọi người đến với bạn. động vật yêu thích của tôi là bít tết. nếu chúng ta không đuổi theo mọi thứ - đôi khi những thứ theo sau chúng ta có thể đuổi kịp. những người thành công đều rất may mắn. chỉ cần hỏi bất kỳ thất bại.,1,,,,,,ambiguous,,review,low,,,translated_dataset_mixed_positive
